the_geom,OBJECTID,ADDRESS,LOCATION,STREET,PLACEMENT,RACKS,SPACES,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,GLOBALID,INSTALL_YR,INSTALL_MO,LAT,LON
POINT (-122.452523008013 37.73123594734),1127,765 MONTEREY BLVD,The Abode of Iyengar Yoga,MONTEREY,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:23 AM +0000,{249E5A45-14EF-4BB6-8447-16AD4C1852E4},2006,0,37.731231,-122.45251
POINT (-122.432820008468 37.769339947946),6,None,Duboce Park,DUBOCE,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:23 AM +0000,{4554DA93-59C4-4141-9CC9-C85CACC41FF5},2006,0,37.769335,-122.432807
POINT (-122.425715008199 37.761585947987),1737,3692 18TH ST,Bi-Rite Creamery,18TH,ROADWAY,7,14,,,MTA,10/21/2017 12:22:02 AM +0000,{260BD770-1623-4BD3-B1F0-C33DB40E6918},2011,12,37.761581,-122.425702
POINT (-122.420966008397 37.772711948303),829,44 GOUGH ST,multiple,GOUGH,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:38 AM +0000,{92679911-053E-41ED-B17D-0974962ACFE5},2004,0,37.772707,-122.420953
POINT (-122.462977008742 37.725805947735),1747,1920 OCEAN AVE,Franciscan Hobby Shop,OCEAN,SIDEWALK,1,2,,,MTA,10/21/2017 12:22:03 AM +0000,{5F1A52B7-B168-45F2-9091-6AD3AE1B880A},2010,9,37.725801,-122.462964
POINT (-122.421460009249 37.792733947775),683,1725 POLK ST,Miller's East Coast Deli,POLK,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:22 AM +0000,{92638175-0284-4F2A-8361-ACF2B7CFDE82},2002,0,37.792729,-122.421447
POINT (-122.40854900826 37.762780948096),1627,2501 MARIPOSA ST,Slow Club,MARIPOSA,SIDEWALK,2,4,,,MTA,10/21/2017 12:22:02 AM +0000,{FDD84C78-348B-4B0D-900E-1FAFB4E8320C},0,0,37.762776,-122.408536
POINT (-122.400450008726 37.791499948402),2665,114 SANSOME ST,UNKNOWN,SANSOME,SIDEWALK,2,4,,,MTA,10/21/2017 12:21:35 AM +0000,{BE88165D-8A90-4CA9-8A66-7074FD45C541},2003,0,37.791495,-122.400437
POINT (-122.403033009673 37.787409947743),1609,29 03RD ST,Dave's Bar,03RD,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:49 AM +0000,{77189F9C-7370-43F2-B3B5-22796348F3E6},2010,0,37.787405,-122.40302
POINT (-122.419744008516 37.781812947749),2146,627 TURK ST,Tenderloin Elementary School,TURK,SIDEWALK,3,6,,,MTA,10/21/2017 12:22:03 AM +0000,{C74DAF7E-BDCC-4073-86E2-AA4E4C453970},2010,0,37.781808,-122.419731
POINT (-122.433359008035 37.787822947612),942,1946 FILLMORE ST,Johny Rockets restaurant,FILLMORE,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:21 AM +0000,{34A34134-C399-4AD0-B12A-675EC62088C6},2010,0,37.787818,-122.433346
POINT (-122.419710708155 37.787539847941),1536,1173 SUTTER ST,The Popular Workshop,SUTTER,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:53 AM +0000,{A3E87D6F-2309-4607-9DC4-CC400759350E},2012,10,37.787535,-122.419697
POINT (-122.4374918198 37.772738381356),3231,359 Divisidero St,Vinyl Coffee,DIVISADERO,SIDEWALK,2,4,JMOLINA,07/24/2017 05:02:28 PM +0000,MTA,10/21/2017 12:21:48 AM +0000,{44D81B5D-826A-48ED-B7A6-30B9818B4EE8},2017,5,37.772733,-122.437479
POINT (-122.400535008608 37.787889948415),282,79 NEW MONTGOMERY ST,Academy of Art University,NEW MONTGOMERY,SIDEWALK,2,4,,,MTA,10/21/2017 12:21:19 AM +0000,{F191F038-A4D6-420F-A22B-5E390F49285B},2010,0,37.787885,-122.400522
POINT (-122.4213340078 37.762036948125),294,675 VALENCIA ST,Live Fit Gym,VALENCIA,SIDEWALK,3,6,,,MTA,10/21/2017 12:21:19 AM +0000,{E6EB58C3-9E5C-4BAB-8E9C-EEBD48E2EEDC},2012,7,37.762032,-122.421321
POINT (-122.489585908471 37.73300629849),473,1515 SLOAT BLVD,Lakeshore Plaza Shopping Center and Lucky Supermarket,SLOAT,PARCEL,1,2,,,MTA,10/21/2017 12:21:20 AM +0000,{13049165-D25A-4541-9881-58406BFB2E3C},0,0,37.733001,-122.489573
POINT (-122.427470007684 37.749048947915),982,1360 CHURCH ST,UNKNOWN,CHURCH,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:22 AM +0000,{9AC73513-20A0-4DB6-BC9E-9B478A89FED1},2005,0,37.749044,-122.427457
POINT (-122.463663008617 37.763907947854),2814,535 IRVING ST,Hans Hibachi,IRVING,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:33 AM +0000,{DE5BE9FD-5694-47B6-953E-876880DB2A11},2005,0,37.763903,-122.46365
POINT (-122.443361009086 37.778901947601),2567,2097 TURK BLVD,St. Cyprian's Episcopal Church,TURK,SIDEWALK,2,4,,,MTA,10/21/2017 12:21:32 AM +0000,{54FF8CE9-37B2-435C-852C-E5B495173F8D},2012,5,37.778897,-122.443348
POINT (-122.46737600827 37.783070947683),2640,746 CLEMENT ST,Walgreens,CLEMENT,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:35 AM +0000,{786EFF7D-987D-4B23-ACF9-6AA9107845C4},0,0,37.783066,-122.467363
POINT (-122.411612707935 37.75749224788),2216,2850 21st st,Bistro L’Aviateur,21ST,SIDEWALK,2,4,,,MTA,10/21/2017 12:21:50 AM +0000,{29E890BE-95F7-47A0-940C-4E6231A2632A},2015,1,37.757487,-122.4116
POINT (-122.426381008223 37.74397994782),94,1681 CHURCH ST,Twin Peaks Pizza,CHURCH,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:23 AM +0000,{BDDF8462-095C-47D2-BD8B-B60FFF96440A},2015,1,37.743975,-122.426368
POINT (-122.408771209024 37.784131198225),2398,1 HALLIDIE PLZ,NextSpace,MARKET,SIDEWALK,3,6,,,MTA,10/21/2017 12:22:02 AM +0000,{67C8084A-7ABE-4388-983E-2C395A7B5A1A},2013,9,37.784126,-122.408758
POINT (-122.42475600938 37.776392947556),2994,449 OCTAVIA ST,Miette Confiserie candy store,OCTAVIA,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:39 AM +0000,{8758E896-39E9-4B92-ACEF-8F476B3B3A16},2010,11,37.776388,-122.424743
POINT (-122.406579009619 37.797600948266),2074,261 COLUMBUS AVE,City Lights Bookstore,COLUMBUS,SIDEWALK,2,4,,,MTA,10/21/2017 12:22:01 AM +0000,{8A2D9804-ACE6-40CF-BF79-77411E26048B},2010,0,37.797596,-122.406566
POINT (-122.459300009211 37.783406947997),1095,397 ARGUELLO BLVD,Blissful Bites,ARGUELLO,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:38 AM +0000,{E2731121-9D10-4A90-B0C6-61348D8DB6DD},2010,0,37.783402,-122.459287
POINT (-122.43771898833 37.775007030913),3227,600 Divisidero St,Rare Device,DIVISADERO,SIDEWALK,1,2,JMOLINA,07/24/2017 05:02:28 PM +0000,MTA,10/21/2017 12:21:48 AM +0000,{2C4CEF7C-87D3-4526-A1E9-4B4A8FF08E39},2017,5,37.775002,-122.437706
POINT (-122.413603008595 37.800588948143),2063,865 FILBERT ST,UNKNOWN,FILBERT,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:52 AM +0000,{BA5ADF54-902C-4061-86DC-347CF586FB56},2004,0,37.800584,-122.41359
POINT (-122.413241008723 37.771490948227),2924,333 11TH ST,Slims,11TH,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:37 AM +0000,{0B53CCB6-113A-4203-A6CB-2C95CC2465B5},2003,0,37.771486,-122.413228
POINT (-122.389871543189 37.737657209751),3292,4442 03rd Street,Da Corner,LA SALLE,SIDEWALK,1,2,JMOLINA,07/24/2017 05:02:28 PM +0000,MTA,10/21/2017 12:21:50 AM +0000,{F758ECD7-EACD-4CF6-BD32-B05522CB5276},2017,2,37.737652,-122.389858
POINT (-122.41952813184 37.786815393579),3513,1077 POST ST,GRASSROOTS,POST,SIDEWALK,1,2,JMOLINA,07/24/2017 05:02:28 PM +0000,MTA,10/21/2017 12:21:35 AM +0000,{9B847178-9BF3-4BFA-AF0C-07CC460A0356},2016,9,37.78681,-122.419515
POINT (-122.420943008586 37.751939948147),1594,3409 24TH ST,Papalote Mexican Grill,24TH,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:53 AM +0000,{4F5C16B0-0BC7-464D-8786-0A23428EB093},2002,0,37.751935,-122.42093
POINT (-122.403068008858 37.795901947904),407,714 MONTGOMERY ST,Bubble Lounge,MONTGOMERY,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:20 AM +0000,{25B3D546-101B-4646-B303-3EADF71F7054},2010,9,37.795897,-122.403055
POINT (-122.412400009362 37.780070948272),576,26 07TH ST,UNKNOWN,07TH,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:36 AM +0000,{43007C17-8C60-47F3-9901-3644D4EA59C1},2003,0,37.780066,-122.412387
POINT (-122.463815008273 37.763729947393),219,1320 07TH AVE,UNKNOWN,07TH,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:51 AM +0000,{D05F885F-7651-49FB-B802-775495E41453},2002,0,37.763725,-122.463802
POINT (-122.422764008819 37.777603947517),1363,399 GROVE ST,Boxing Room,GROVE,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:52 AM +0000,{E8679B7D-A1B8-4454-B42A-7D07F6668F76},0,0,37.777599,-122.422751
POINT (-122.475632008575 37.780835948),199,5200 GEARY BLVD,Ross,GEARY,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:24 AM +0000,{5FE439DA-C72E-4441-839C-007BC7147073},2012,3,37.780831,-122.475619
POINT (-122.417466009301 37.775227947173),892,1455 MARKET ST,McDonald's and Gracie's Cafe,MARKET,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:47 AM +0000,{456F16D0-9BCD-41D9-93A3-EAC5F9CF1494},2002,0,37.775223,-122.417453
POINT (-122.402438009451 37.766751947962),2596,251 RHODE ISLAND ST,Office Building and Gallery,RHODE ISLAND,SIDEWALK,2,4,,,MTA,10/21/2017 12:21:34 AM +0000,{9AAD6C19-9AF9-4C8E-8BF0-39893FA89A03},2012,4,37.766747,-122.402425
POINT (-122.397551585921 37.791045067264),867,50 FREMONT ST,Salesforce,FREMONT,SIDEWALK,2,4,ETUVEL,12/17/2015 10:34:57 PM +0000,MTA,10/21/2017 12:21:38 AM +0000,{43D8B2FD-A7F3-41A1-B904-891FB7E3F198},2015,10,37.79104,-122.397538
POINT (-122.403730250249 37.76464748855),3580,2019 17th Street,Physician's Office,17TH,SIDEWALK,2,4,JMOLINA,07/24/2017 05:02:28 PM +0000,MTA,10/21/2017 12:21:37 AM +0000,{2EC88617-548B-4DCB-BCC3-99BB75ED8DA3},2016,8,37.764643,-122.403717
POINT (-122.422069257396 37.76577705699),1832,446 VALENCIA ST,Stage Werx,VALENCIA,SIDEWALK,2,4,ETUVEL,12/17/2015 10:34:57 PM +0000,MTA,10/21/2017 12:21:49 AM +0000,{4B46961E-550E-492F-B8B6-6A21DC7F811A},2015,8,37.765772,-122.422056
POINT (-122.434608008043 37.76229394825),649,3979 17TH ST,Wild Card,CASTRO,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:36 AM +0000,{4CCF96CF-FF19-4F70-B0B9-2E8B3D608B4F},0,0,37.762289,-122.434595
POINT (-122.443817609033 37.800104748131),554,2456 CHESTNUT ST,Sorry I Broke Your Heart,CHESTNUT,SIDEWALK,2,4,,,MTA,10/21/2017 12:21:35 AM +0000,{6762FAD5-B56B-4FD7-9C58-4BBC0FE0AD07},2015,1,37.8001,-122.443804
POINT (-122.410205009829 37.771067947694),2240,457 10TH ST,UrbanCore Development,10TH,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:50 AM +0000,{6261C3B5-BC3F-4269-8AC5-E9EEE86EC944},2013,1,37.771063,-122.410192
POINT (-122.462390810893 37.783107522642),3369,306 Clement,The Blue Danube,CLEMENT,SIDEWALK,1,2,JMOLINA,07/24/2017 05:02:28 PM +0000,MTA,10/21/2017 12:21:34 AM +0000,{129ABE24-5E58-400F-8A43-FC571D78D753},2016,11,37.783103,-122.462378
POINT (-122.430007008618 37.730142947799),24,4170 MISSION ST,Ocon Enterprises,MISSION,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:23 AM +0000,{7C2DF276-F6F5-4509-9C20-6DF7CB33CC1B},2002,0,37.730138,-122.429994
POINT (-122.406144608781 37.784100338042),538,845 MARKET ST,Juicy Couture and Timberland,MARKET,SIDEWALK,5,10,,,MTA,10/21/2017 12:21:20 AM +0000,{199FA11C-6AD2-46E6-8A70-F76C39B99CE7},2013,11,37.784095,-122.406131
POINT (-122.420612779678 37.789716723156),3405,1409 Polk,Shalimar,POLK,SIDEWALK,1,2,JMOLINA,07/24/2017 05:02:28 PM +0000,MTA,10/21/2017 12:21:34 AM +0000,{46D5736C-74A7-40AD-921F-626B39BA8F5C},2016,8,37.789712,-122.4206
POINT (-122.407158008132 37.78394694829),1827,865 MARKET ST,Westfield Centre,MARKET,SIDEWALK,4,8,,,MTA,10/21/2017 12:21:48 AM +0000,{83BD3B13-5284-4048-A6F4-FE20A27D5C97},2010,0,37.783942,-122.407145
POINT (-122.39671200863 37.79382394754),373,7 DRUMM ST,Taco Bell,DRUMM,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:20 AM +0000,{3903B867-B1D1-46B3-87FB-327C33AED2AF},2003,0,37.793819,-122.396699
POINT (-122.411161808259 37.781122948042),1036,1051 MARKET ST,3 Potato 4,MARKET,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:38 AM +0000,{5F0BAD12-D8DC-484A-97E5-759113E62E50},2015,1,37.781118,-122.411149
POINT (-122.433295008988 37.760764947756),2908,4023 18TH ST,Philz Coffee,18TH,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:37 AM +0000,{3F3FE069-C613-4384-91C8-E4156F744C46},2006,0,37.76076,-122.433282
POINT (-122.412588309076 37.786549148306),63,571 GEARY ST,Public Barber,GEARY,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:23 AM +0000,{222601AA-A7DA-440E-876A-FAF3D3FDCC6B},2015,1,37.786544,-122.412575
POINT (-122.408892808387 37.789439207238),2542,519 POWELL ST,Cozy Cable Car Cafe,POWELL,SIDEWALK,2,4,,,MTA,10/21/2017 12:21:25 AM +0000,{65EE11A9-1BB6-41AC-A20F-781A8FE202CC},2013,7,37.789434,-122.40888
POINT (-122.478343008181 37.743180947665),637,1122 TARAVAL ST,Sterling Bank and Trust,TARAVAL,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:21 AM +0000,{213E1BB5-9C96-4D47-9C9B-9FF46573E540},2003,0,37.743176,-122.47833
POINT (-122.390995161966 37.734437798407),3328,4850 03rd Street,Palou Check Cashing,03RD,SIDEWALK,2,4,JMOLINA,07/24/2017 05:02:28 PM +0000,MTA,10/21/2017 12:21:33 AM +0000,{327C3021-2954-43D9-B1E2-E66F106E62B3},2017,2,37.734433,-122.390982
POINT (-122.489669008691 37.761332947468),2858,2550 JUDAH ST,The Animal Connection,JUDAH,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:36 AM +0000,{79FB8F20-780F-4E50-B7C0-3C51B2E545B5},2012,8,37.761328,-122.489656
POINT (-122.416781008555 37.754088948006),2563,1198 SOUTH VAN NESS AVE,US Post Office,S VAN NESS,SIDEWALK,3,6,,,MTA,10/21/2017 12:21:26 AM +0000,{A7E8E4C1-B81C-480F-964C-657B411D135C},2005,0,37.754084,-122.416768
POINT (-122.400913308404 37.788174648274),1202,61 NEW MONTGOMERY ST,Crunch Fitness,JESSIE,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:39 AM +0000,{B2753A6E-FADD-463B-A0D4-E44B007B07CA},2015,1,37.78817,-122.4009
POINT (-122.465801008664 37.763813948454),2376,731 IRVING ST,Wells Fargo,IRVING,SIDEWALK,1,2,,,MTA,10/21/2017 12:22:01 AM +0000,{6701B2C6-3D65-4EBD-A636-0F58D5A22365},2002,0,37.763809,-122.465788
POINT (-122.466596008954 37.763400948381),1431,1331 09TH AVE,Arizmendi Bakery,09TH,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:49 AM +0000,{45BA7C82-3F25-48DA-A7E8-F3820C21E428},2002,0,37.763396,-122.466583
POINT (-122.422521008278 37.745434947326),2408,1600 GUERRERO ST,New Alternatives Cafe,GUERRERO,SIDEWALK,1,2,,,MTA,10/21/2017 12:22:02 AM +0000,{6F4070D5-B820-49D1-91CC-DEF118887E2D},2012,10,37.74543,-122.422508
POINT (-122.475686648421 37.782372452081),3241,1541 Clement St,Swig,CLEMENT,SIDEWALK,1,2,JMOLINA,07/24/2017 05:02:28 PM +0000,MTA,10/21/2017 12:21:49 AM +0000,{123D85B7-8BDF-4B0F-93A2-E349586E2FD3},2017,5,37.782368,-122.475673
POINT (-122.438257008758 37.751263947745),334,4288 24TH ST,Firefly restaurant,24TH,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:33 AM +0000,{C4307BE8-32FF-442F-B6B3-A78375D2F180},2011,6,37.751259,-122.438244
POINT (-122.409600008656 37.755760947866),1261,2406 BRYANT ST,El Metate Taqueria,BRYANT,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:47 AM +0000,{42BD38E6-ABA1-4E6B-8D03-CEF40C0A89C0},2012,2,37.755756,-122.409587
POINT (-122.432658778352 37.78452509423),3509,1720 Geary Blvd,Kabuki Springs and Spa,GEARY,SIDEWALK,1,2,JMOLINA,07/24/2017 05:02:28 PM +0000,MTA,10/21/2017 12:21:35 AM +0000,{884B8DC1-88F5-4D89-BCAE-D33C7DAC6297},2016,9,37.78452,-122.432646
POINT (-122.403033009673 37.787409947743),2152,691 MARKET ST,Limited Edition Speakeasy,MARKET,SIDEWALK,1,2,,,MTA,10/21/2017 12:22:03 AM +0000,{A487C90B-9BB2-4110-B51E-68AACA45380A},2013,1,37.787405,-122.40302
POINT (-122.400333708204 37.79054827716),853,1 BUSH PLZ,One Bush Plaza,MARKET,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:21 AM +0000,{DE773B9C-6253-4792-922D-1786C30B1CB1},2003,0,37.790543,-122.40032
POINT (-122.411954357206 37.760304778948),3606,3001 19TH ST,Earnest Inc.,19TH,SIDEWALK,2,4,JMOLINA,07/24/2017 05:02:28 PM +0000,MTA,10/21/2017 12:21:37 AM +0000,{F3B709CD-D7CE-4C2C-84B9-410502E7CA0A},2016,7,37.7603,-122.411941
POINT (-122.44062600868 37.783511947883),119,2238 GEARY BLVD,Kaiser,GEARY,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:24 AM +0000,{D340BB58-E15A-41EA-B9CA-B77E85DF0B48},2002,0,37.783507,-122.440613
POINT (-122.407093009194 37.788779947156),1222,300 POST ST,Levi's,POST,SIDEWALK,2,4,,,MTA,10/21/2017 12:21:21 AM +0000,{2E385981-1429-4B78-9AB3-8F46AB129A24},2013,4,37.788775,-122.40708
POINT (-122.418662008506 37.74849694721),1667,3032 MISSION ST,Mermaid Tattoo Salon,MISSION,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:49 AM +0000,{EBF374D8-0C72-4355-B0D3-7CCA4C49A107},2013,5,37.748492,-122.418649
POINT (-122.450152009074 37.765295728371),702,957 COLE ST,Cole Valley Fitness,COLE,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:22 AM +0000,{3EC3200D-F831-4E95-8FD6-5337134448A4},2006,0,37.765291,-122.450139
POINT (-122.426853908845 37.747604247889),33,1451 CHURCH ST,Noe Valley Pet Company,CHURCH,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:23 AM +0000,{0B048C52-5680-448D-AB41-F51369B395B1},2015,1,37.747599,-122.426841
POINT (-122.435316208736 37.785989948078),2545,2120 SUTTER ST,Song Tea & Ceramics,SUTTER,SIDEWALK,2,4,,,MTA,10/21/2017 12:21:25 AM +0000,{00C4C2C5-3D5F-41EE-9244-5D4ACE7CAB3E},2015,1,37.785985,-122.435303
POINT (-122.403351908864 37.783995668046),678,175 04TH ST,Jillian's,04TH,SIDEWALK,3,6,,,MTA,10/21/2017 12:21:36 AM +0000,{6E788711-2770-4665-80AE-92406A7B5617},2012,12,37.783991,-122.403339
POINT (-122.439801067216 37.771811792733),1422,1155 PAGE ST,French American School,PAGE,SIDEWALK,2,4,ETUVEL,12/17/2015 10:34:57 PM +0000,MTA,10/21/2017 12:21:52 AM +0000,{5EFAD849-4D4F-485E-A0F0-8C386E964181},2015,10,37.771807,-122.439788
POINT (-122.438756008214 37.773439947922),2363,302 BRODERICK ST,DeLessio Market and Bakery,BRODERICK,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:53 AM +0000,{6EFBDF6B-F108-4BF4-A66E-346E632A2BCE},2012,8,37.773435,-122.438743
POINT (-122.405281807983 37.79826276794),1539,494 BROADWAY ST,Green Tortoise Hotel,BROADWAY,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:53 AM +0000,{F0C43194-AD4F-4B1D-844E-FCFA35EBF2A3},2002,0,37.798258,-122.405269
POINT (-122.408479008734 37.762135948059),1893,2600 18TH ST,Cooactive Health Communications,18TH,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:50 AM +0000,{D5AD2969-3F91-4CB6-ABCF-491D059F7DD2},2002,0,37.762131,-122.408466
POINT (-122.504579687343 37.752937394689),3530,3821 Noriega St,Noriega Produce,NORIEGA,SIDEWALK,1,2,JMOLINA,07/24/2017 05:02:28 PM +0000,MTA,10/21/2017 12:21:36 AM +0000,{8DB5AE55-8F07-4B45-AC6A-13C0B62BADB1},2016,8,37.752932,-122.504566
POINT (-122.44081700889 37.799966947843),2719,3248 SCOTT ST,UNKNOWN,SCOTT,SIDEWALK,1,2,,,MTA,10/21/2017 12:22:03 AM +0000,{1AF07EB5-2FE1-45F0-BB2D-6D6F193DCF50},2004,0,37.799962,-122.440804
POINT (-122.420535008859 37.774577947797),2828,20 FRANKLIN ST,Derek Silva Community,FRANKLIN,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:33 AM +0000,{C72B6BDF-9300-4C69-AE23-5CA6AE0CFF6E},2006,0,37.774573,-122.420522
POINT (-122.427002008932 37.721101947742),1314,298 MUNICH ST,Golden State Market,MUNICH,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:22 AM +0000,{07BC699D-80D6-4E6C-B5B6-02DC3929DECE},2002,0,37.721097,-122.426989
POINT (-122.410328007979 37.779363948243),916,1085 MISSION ST,AQ Restaurant & Bar,MISSION,SIDEWALK,2,4,,,MTA,10/21/2017 12:21:47 AM +0000,{81A17CC2-2F4E-44BA-B261-1679EBD1647E},2012,10,37.779359,-122.410315
POINT (-122.401775009332 37.763350947492),833,500 DE HARO ST,St. Gregory's,DE HARO,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:21 AM +0000,{F376BF46-60D1-45AE-A201-A4BCBAA0D7A8},2012,4,37.763346,-122.401762
POINT (-122.431840008832 37.764763947336),2488,2257 MARKET ST,Peet's Coffee,MARKET,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:24 AM +0000,{AD884EDA-D33E-4B43-9D03-9A01DEB16691},2002,0,37.764759,-122.431827
POINT (-122.420944689805 37.755866469022),3576,1065 Valencia St,Valencia Cyclery,VALENCIA,SIDEWALK,1,2,JMOLINA,07/24/2017 05:02:28 PM +0000,MTA,10/21/2017 12:21:37 AM +0000,{5B379338-4D7F-47B4-A626-AAFBB85B6048},2016,7,37.755862,-122.420931
POINT (-122.394639208653 37.764012556166),2294,199 MISSISSIPPI ST,Pawtrero Bathhouse and Feed Company,MISSISSIPPI,SIDEWALK,2,4,ETUVEL,12/17/2015 10:34:57 PM +0000,MTA,10/21/2017 12:21:51 AM +0000,{CEC118D8-30DA-486E-AFB1-7E0031E1A8F3},2015,9,37.764008,-122.394626
POINT (-122.405676608522 37.784990238319),1622,801 MARKET ST,Old Navy,MARKET,SIDEWALK,2,4,,,MTA,10/21/2017 12:22:02 AM +0000,{DC1C82DE-CE6A-4572-B689-C9C527DA3493},2013,11,37.784985,-122.405663
POINT (-122.422113502785 37.797160895684),3298,2217 Polk,Optical Works,POLK,SIDEWALK,1,2,JMOLINA,07/24/2017 05:02:28 PM +0000,MTA,10/21/2017 12:21:50 AM +0000,{06D6896A-369A-44DD-8219-1F6013949926},2017,2,37.797156,-122.4221
POINT (-122.463970408599 37.776286047812),2989,651 06TH AVE,Frank McCoppin (SA) CDC,06TH,SIDEWALK,2,4,,,MTA,10/21/2017 12:21:39 AM +0000,{8F5CA0CD-65B3-4961-90AF-2CED8984502C},2015,1,37.776281,-122.463957
POINT (-122.425754008154 37.762077947636),1486,455 DOLORES ST,Dolores Park Church,DOLORES,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:52 AM +0000,{1A717609-E531-4DC9-ADC9-58C25B274457},0,0,37.762073,-122.425741
POINT (-122.402438009451 37.766751947962),2658,275 RHODE ISLAND ST,Roll,RHODE ISLAND,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:35 AM +0000,{1831A839-1AA9-4759-B48A-D749C7A94AE8},2012,4,37.766747,-122.402425
POINT (-122.508931009499 37.760450947842),2089,1396 LA PLAYA,Java Beach Cafe,LA PLAYA,SIDEWALK,1,2,,,MTA,10/21/2017 12:22:01 AM +0000,{6FFBC3A1-C399-4B28-9935-825DEB58370D},2010,0,37.760446,-122.508918
POINT (-122.467134108611 37.739985248008),2602,98 WEST PORTAL AVE,Chase Bank,WEST PORTAL,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:34 AM +0000,{CC9C0340-43B8-4136-BA28-2801F4B19957},2015,1,37.73998,-122.467121
POINT (-122.408725008141 37.799940947902),1828,1520 STOCKTON ST,North East Medical Services,STOCKTON,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:48 AM +0000,{3B250345-C176-446B-AD5D-62CB0E738BF1},2013,10,37.799936,-122.408712
POINT (-122.407158008132 37.78394694829),900,865 MARKET ST,Westfield Centre,MARKET,SIDEWALK,2,4,,,MTA,10/21/2017 12:21:47 AM +0000,{225DA1C6-C1A4-49C8-885B-30E0786BE15A},2002,0,37.783942,-122.407145
POINT (-122.402556008435 37.796686948045),168,434 JACKSON ST,Arader Galleries,JACKSON,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:24 AM +0000,{3D07108E-F7E2-4E4F-B8CB-C1436F14FD54},2010,9,37.796682,-122.402543
POINT (-122.424230008365 37.772227947784),2776,42 WALLER ST,Chinese American International School,WALLER,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:25 AM +0000,{265A0855-DE36-4180-A7B1-04CC9284623F},2012,9,37.772223,-122.424217
POINT (-122.425040007896 37.775119948594),2614,307 OCTAVIA ST,multiple,HICKORY,PARCEL,2,4,,,MTA,10/21/2017 12:21:34 AM +0000,{8A1B813F-28C5-48AF-9B0F-74B3DA503009},2015,0,37.775115,-122.425027
POINT (-122.484619008449 37.782278947496),8,2348 CLEMENT ST,Royal Ground Coffee,CLEMENT,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:23 AM +0000,{1074D1DA-1E4F-4E37-84B3-197411385C6F},2003,0,37.782274,-122.484606
POINT (-122.415457009163 37.763209947546),1790,2128 FOLSOM ST,Stable Cafe,FOLSOM,SIDEWALK,1,2,,,MTA,10/21/2017 12:22:03 AM +0000,{664B18D4-0FE1-4295-B91E-FFF54D5B76FA},2010,0,37.763205,-122.415444
